TITLE	M73A
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/05/28
TIME	10:49:16
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	210.0000
NPOINTS	51
FIRSTY	0.12181
MAXY	0.12181
MINY	-25.28458
XYDATA
260.0000	0.121814	375.903
259.0000	0.0911972	379.256
258.0000	0.0560555	382.081
257.0000	0.0907898	384.329
256.0000	0.0752698	385.991
255.0000	-0.0407739	387.115
254.0000	-0.0507024	387.792
253.0000	-0.0680163	387.984
252.0000	-0.200824	387.588
251.0000	-0.189602	386.738
250.0000	-0.291084	385.544
249.0000	-0.343808	383.995
248.0000	-0.465734	382.12
247.0000	-0.655624	379.933
246.0000	-0.862826	377.497
245.0000	-1.10172	374.946
244.0000	-1.4941	372.304
243.0000	-2.01139	369.566
242.0000	-2.57659	366.823
241.0000	-3.36842	364.152
240.0000	-4.2278	361.586
239.0000	-5.20833	359.147
238.0000	-6.30389	356.85
237.0000	-7.55161	354.701
236.0000	-8.88556	352.723
235.0000	-10.4391	350.884
234.0000	-12.0583	349.171
233.0000	-13.6762	347.654
232.0000	-15.3699	346.368
231.0000	-17.0402	345.299
230.0000	-18.674	344.461
229.0000	-20.2006	343.889
228.0000	-21.5564	343.642
227.0000	-22.6255	343.737
226.0000	-23.5789	344.153
225.0000	-24.3735	344.925
224.0000	-24.8743	346.112
223.0000	-25.139	347.737
222.0000	-25.2846	349.815
221.0000	-25.2827	352.367
220.0000	-25.1925	355.417
219.0000	-25.0089	358.993
218.0000	-24.8071	363.141
217.0000	-24.6212	367.913
216.0000	-24.5903	373.381
215.0000	-24.4965	379.649
214.0000	-24.5688	386.853
213.0000	-24.6034	395.17
212.0000	-24.6801	404.826
211.0000	-24.4473	416.108
210.0000	-23.6905	429.406
