TITLE	I45A-M73A
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/05/28
TIME	11:16:37
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	210.0000
NPOINTS	51
FIRSTY	-0.08658
MAXY	-0.08658
MINY	-22.67280
XYDATA
260.0000	-0.0865831	371.051
259.0000	-0.146368	374.304
258.0000	-0.160004	377.045
257.0000	-0.155456	379.23
256.0000	-0.198962	380.861
255.0000	-0.17701	381.98
254.0000	-0.134173	382.671
253.0000	-0.100997	382.898
252.0000	-0.1352	382.564
251.0000	-0.142301	381.796
250.0000	-0.233448	380.701
249.0000	-0.32207	379.265
248.0000	-0.500965	377.514
247.0000	-0.678857	375.468
246.0000	-0.913023	373.179
245.0000	-1.20771	370.786
244.0000	-1.60256	368.304
243.0000	-2.00237	365.722
242.0000	-2.52442	363.134
241.0000	-3.16781	360.613
240.0000	-3.8939	358.185
239.0000	-4.70103	355.872
238.0000	-5.59902	353.686
237.0000	-6.70894	351.645
236.0000	-7.92673	349.759
235.0000	-9.19414	347.996
234.0000	-10.5954	346.347
233.0000	-12.1012	344.877
232.0000	-13.5294	343.614
231.0000	-15.0131	342.537
230.0000	-16.3868	341.652
229.0000	-17.7495	340.987
228.0000	-18.9225	340.587
227.0000	-19.9318	340.461
226.0000	-20.7816	340.581
225.0000	-21.4705	340.975
224.0000	-22.044	341.694
223.0000	-22.4107	342.76
222.0000	-22.6154	344.187
221.0000	-22.6728	345.998
220.0000	-22.6691	348.218
219.0000	-22.6328	350.876
218.0000	-22.5789	354.012
217.0000	-22.4028	357.674
216.0000	-22.2912	361.927
215.0000	-22.2311	366.857
214.0000	-22.3021	372.562
213.0000	-22.44	379.188
212.0000	-22.3791	386.899
211.0000	-22.1399	395.896
210.0000	-21.7946	406.435
