TITLE	20180527-SsMutantsAll-Spectra30
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/05/28
TIME	13:12:04
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	210.0000
NPOINTS	51
FIRSTY	0.11007
MAXY	0.11007
MINY	-22.04164
XYDATA
260.0000	0.110071	370.536
259.0000	0.069492	373.807
258.0000	0.0527226	376.571
257.0000	0.0555575	378.781
256.0000	0.00712013	380.44
255.0000	-0.0491221	381.583
254.0000	-0.116142	382.302
253.0000	-0.125086	382.564
252.0000	-0.196006	382.277
251.0000	-0.34555	381.57
250.0000	-0.421964	380.539
249.0000	-0.513507	379.179
248.0000	-0.643646	377.512
247.0000	-0.757831	375.552
246.0000	-1.06335	373.356
245.0000	-1.32914	371.055
244.0000	-1.56599	368.661
243.0000	-2.04003	366.169
242.0000	-2.51008	363.661
241.0000	-3.15744	361.219
240.0000	-3.96823	358.868
239.0000	-4.77659	356.624
238.0000	-5.82327	354.499
237.0000	-6.99683	352.512
236.0000	-8.27634	350.669
235.0000	-9.61315	348.946
234.0000	-11.0158	347.321
233.0000	-12.5433	345.866
232.0000	-14.0345	344.613
231.0000	-15.4724	343.543
230.0000	-16.8926	342.664
229.0000	-18.0706	342.011
228.0000	-19.1923	341.627
227.0000	-20.1547	341.528
226.0000	-20.8983	341.685
225.0000	-21.4405	342.123
224.0000	-21.7634	342.9
223.0000	-21.9623	344.034
222.0000	-22.0416	345.54
221.0000	-21.9244	347.444
220.0000	-21.6952	349.771
219.0000	-21.456	352.553
218.0000	-21.2418	355.825
217.0000	-20.9245	359.636
216.0000	-20.7537	364.053
215.0000	-20.5388	369.165
214.0000	-20.4128	375.076
213.0000	-20.3386	381.933
212.0000	-20.155	389.915
211.0000	-19.6141	399.233
210.0000	-18.8267	410.168
