TITLE	20180527-SsMutantsAll-Spectra30
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/05/28
TIME	13:18:30
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	210.0000
NPOINTS	51
FIRSTY	0.03024
MAXY	0.03188
MINY	-21.99647
XYDATA
260.0000	0.0302436	369.761
259.0000	0.0318778	373.032
258.0000	0.0138406	375.804
257.0000	0.0213815	378.029
256.0000	-0.00720812	379.698
255.0000	0.0104024	380.851
254.0000	-0.0622486	381.581
253.0000	-0.116352	381.849
252.0000	-0.165653	381.567
251.0000	-0.302475	380.855
250.0000	-0.363268	379.816
249.0000	-0.480361	378.447
248.0000	-0.686832	376.771
247.0000	-0.875708	374.799
246.0000	-1.05933	372.596
245.0000	-1.33003	370.291
244.0000	-1.63045	367.898
243.0000	-2.11968	365.406
242.0000	-2.62305	362.905
241.0000	-3.20761	360.463
240.0000	-3.97118	358.103
239.0000	-4.86602	355.849
238.0000	-5.88844	353.708
237.0000	-6.96685	351.699
236.0000	-8.22676	349.828
235.0000	-9.62268	348.063
234.0000	-11.1064	346.398
233.0000	-12.5656	344.894
232.0000	-14.0287	343.585
231.0000	-15.4757	342.453
230.0000	-16.8429	341.507
229.0000	-18.1088	340.781
228.0000	-19.1787	340.317
227.0000	-20.121	340.125
226.0000	-20.8614	340.179
225.0000	-21.4531	340.504
224.0000	-21.8029	341.153
223.0000	-21.9915	342.148
222.0000	-21.9965	343.5
221.0000	-21.9574	345.238
220.0000	-21.7235	347.387
219.0000	-21.4645	349.975
218.0000	-21.1206	353.04
217.0000	-20.8877	356.628
216.0000	-20.6836	360.808
215.0000	-20.502	365.668
214.0000	-20.4724	371.313
213.0000	-20.4186	377.88
212.0000	-20.297	385.547
211.0000	-19.9068	394.518
210.0000	-19.1638	405.055
